wavelength flux err
6.456000000000000000e+03 2.481656918309714799e-01 8.583013625412637057e-03
6.457000000000000000e+03 2.051991791015217448e-01 9.730939659383035234e-03
6.458000000000000000e+03 2.496175253524764992e-01 9.906782678992089378e-03
6.459000000000000000e+03 2.563943218697886661e-01 1.026845538326721409e-02
6.460000000000000000e+03 2.571558555337312701e-01 1.034033365220560045e-02
6.461000000000000000e+03 2.781865552243429907e-01 9.283694065713193888e-03
6.462000000000000000e+03 3.022973982404255633e-01 9.480261161420529964e-03
6.463000000000000000e+03 3.317053690367050556e-01 9.265350713084147607e-03
6.464000000000000000e+03 2.963594351205364741e-01 9.157697378827725498e-03
6.465000000000000000e+03 2.731618651074361193e-01 9.191465708716190994e-03
6.466000000000000000e+03 2.724690448493859440e-01 9.282860929074954540e-03
6.467000000000000000e+03 2.618180231331047603e-01 9.406432266132230130e-03
6.468000000000000000e+03 2.539251514333054627e-01 9.405419328404451135e-03
6.469000000000000000e+03 2.453882497937515672e-01 9.335137564834035742e-03
6.470000000000000000e+03 2.509447134152810732e-01 9.190934348387382741e-03
6.471000000000000000e+03 2.615523437560510200e-01 9.042840583847530991e-03
6.472000000000000000e+03 2.674725627888274726e-01 8.954652689770171980e-03
6.473000000000000000e+03 2.626563605112484101e-01 8.891745476579311983e-03
6.474000000000000000e+03 2.382654403302638391e-01 8.854600234014150736e-03
6.475000000000000000e+03 2.377444139792211919e-01 8.797962961708344354e-03
6.476000000000000000e+03 2.558856559306731393e-01 8.710548663289865989e-03
6.477000000000000000e+03 2.640133686227886245e-01 8.591895034909176679e-03
6.478000000000000000e+03 2.531058519605307033e-01 8.479902687249029486e-03
6.479000000000000000e+03 2.551315721486032695e-01 8.417688070978949708e-03
6.480000000000000000e+03 2.513730999627390439e-01 8.360343641628827441e-03
6.481000000000000000e+03 2.402183505323814139e-01 8.350900164824790611e-03
6.482000000000000000e+03 2.432131748563458595e-01 8.328356610733169199e-03
6.483000000000000000e+03 2.522858635625253032e-01 8.268780802042331735e-03
6.484000000000000000e+03 2.524630665612051517e-01 8.247704139002741408e-03
6.485000000000000000e+03 2.517857083357002979e-01 8.338316789154068612e-03
6.486000000000000000e+03 2.618757061477770542e-01 8.375951290089859655e-03
6.487000000000000000e+03 2.585903030536537694e-01 8.362828100087264099e-03
6.488000000000000000e+03 2.524442485748630838e-01 8.363101465517656929e-03
6.489000000000000000e+03 2.401512809683500338e-01 8.365507915790222626e-03
6.490000000000000000e+03 2.295089675705407339e-01 8.374473659641864035e-03
6.491000000000000000e+03 2.472930338066180456e-01 8.392573380804398825e-03
6.492000000000000000e+03 2.593834754961190647e-01 8.405862855331444616e-03
6.493000000000000000e+03 2.584317761169755978e-01 8.440982363671462388e-03
6.494000000000000000e+03 2.522198905232445054e-01 8.724640522189431105e-03
6.495000000000000000e+03 2.487240220981146999e-01 9.058692211713448988e-03
6.496000000000000000e+03 2.488034122774843704e-01 9.263139670043744542e-03
6.497000000000000000e+03 2.420688958713205219e-01 9.412461719657707129e-03
6.498000000000000000e+03 2.340192958705442361e-01 9.456414442626921019e-03
6.499000000000000000e+03 2.327924080139812668e-01 9.490413276316141469e-03
6.500000000000000000e+03 2.508217886458727897e-01 9.555899785502239285e-03
6.501000000000000000e+03 2.683322285647075089e-01 9.595400684602101160e-03
6.502000000000000000e+03 2.597004787006799154e-01 9.551298072011828524e-03
6.503000000000000000e+03 2.664040455892917603e-01 9.329248753791886603e-03
6.504000000000000000e+03 2.695769990614370060e-01 8.987055357795235150e-03
6.505000000000000000e+03 2.817207015080158139e-01 8.836927117514450924e-03
6.506000000000000000e+03 3.022653880398382120e-01 8.783905786864103227e-03
6.507000000000000000e+03 2.878953317534073686e-01 8.726925318719396321e-03
6.508000000000000000e+03 2.583479562138197294e-01 8.669272214841558175e-03
6.509000000000000000e+03 2.629742382757083718e-01 8.532774963662736328e-03
6.510000000000000000e+03 2.676840895158340561e-01 8.397884319938792030e-03
6.511000000000000000e+03 2.572632617166371038e-01 8.362380242830551660e-03
6.512000000000000000e+03 2.466567330423485027e-01 8.365244122023041823e-03
6.513000000000000000e+03 2.516131419821967530e-01 8.369028849255248301e-03
6.514000000000000000e+03 2.399789904749710656e-01 8.382686776642632454e-03
6.515000000000000000e+03 2.337884764933585435e-01 8.414783303028611217e-03
6.516000000000000000e+03 2.359228706383014185e-01 8.421565993179081291e-03
6.517000000000000000e+03 2.693374164189365483e-01 8.449721250346198947e-03
6.518000000000000000e+03 2.714525543521754125e-01 8.429906824080698677e-03
6.519000000000000000e+03 2.479263466698974905e-01 8.380657346188686782e-03
6.520000000000000000e+03 2.318133472185675836e-01 8.446132250242353173e-03
6.521000000000000000e+03 2.339658258421270509e-01 8.504124920396188142e-03
6.522000000000000000e+03 2.541809933994960691e-01 8.511439573525292346e-03
6.523000000000000000e+03 2.474902080995576570e-01 8.516641363030716741e-03
6.524000000000000000e+03 2.402348545245431566e-01 8.523387457379245913e-03
6.525000000000000000e+03 2.538739664107949046e-01 8.514168589807762436e-03
6.526000000000000000e+03 2.741560675355796395e-01 8.455482850695871661e-03
6.527000000000000000e+03 2.681912295591208362e-01 8.442493235560111914e-03
6.528000000000000000e+03 2.580272440880961859e-01 8.526270440223072261e-03
6.529000000000000000e+03 2.423651481971091093e-01 8.715826838776644797e-03
6.530000000000000000e+03 2.382283374007621024e-01 8.950367351150158302e-03
6.531000000000000000e+03 2.372111641397857129e-01 9.053167013779660557e-03
6.532000000000000000e+03 2.374473776355379984e-01 9.092527222121386810e-03
6.533000000000000000e+03 2.206878391312868115e-01 9.108138659010080879e-03
6.534000000000000000e+03 2.166179127568695073e-01 9.135621462226774236e-03
6.535000000000000000e+03 2.322184101168745241e-01 9.103613936959081485e-03
6.536000000000000000e+03 2.780758967220859357e-01 8.978771107156103409e-03
6.537000000000000000e+03 2.891245381962988525e-01 8.703782775945884120e-03
6.538000000000000000e+03 2.600387555963750152e-01 8.495068198529073106e-03
6.539000000000000000e+03 2.487200508085296025e-01 8.388917707987098710e-03
6.540000000000000000e+03 2.399311423199292359e-01 8.408948118856259327e-03
6.541000000000000000e+03 2.291281778628714016e-01 8.563041683001150831e-03
6.542000000000000000e+03 2.373152742444072649e-01 8.682483812800283196e-03
6.543000000000000000e+03 2.422452290310243561e-01 8.755371521791429149e-03
6.544000000000000000e+03 2.444007570455543898e-01 8.658955568129247937e-03
6.545000000000000000e+03 2.262031045541326724e-01 8.551419275406884138e-03
6.546000000000000000e+03 2.166278826497453625e-01 8.613612244046206512e-03
6.547000000000000000e+03 2.373287647874295081e-01 8.667427000002596998e-03
6.548000000000000000e+03 2.675061107536779170e-01 8.658291680167063548e-03
6.549000000000000000e+03 2.898056109036775130e-01 8.698771168598620415e-03
6.550000000000000000e+03 2.690042995494188460e-01 8.909995638507476473e-03
6.551000000000000000e+03 2.595340751869034124e-01 9.122905620437452012e-03
6.552000000000000000e+03 2.628040090146978036e-01 9.271087930458579013e-03
6.553000000000000000e+03 2.900029578301990818e-01 9.303134750083836418e-03
6.554000000000000000e+03 2.883995668855678374e-01 9.277272110373347216e-03
6.555000000000000000e+03 2.828838154166032348e-01 9.210951573968841413e-03
6.556000000000000000e+03 2.648685792888320623e-01 9.098814404075816417e-03
6.557000000000000000e+03 2.403461743416868135e-01 8.979387740307076191e-03
6.558000000000000000e+03 2.377371873534831481e-01 8.830950152177309553e-03
6.559000000000000000e+03 2.569240406474530558e-01 8.662825786360954516e-03
6.560000000000000000e+03 2.560789513982068000e-01 8.548766000202873486e-03
6.561000000000000000e+03 2.490510391947191315e-01 8.580820847276534810e-03
6.562000000000000000e+03 2.527388540592342969e-01 8.611657032694492939e-03
6.563000000000000000e+03 2.481089326654560279e-01 8.587542104835060863e-03
6.564000000000000000e+03 2.182354277762007244e-01 8.613961552153923118e-03
6.565000000000000000e+03 2.051763740114255496e-01 8.727537338439547709e-03
6.566000000000000000e+03 2.161607881607447990e-01 8.753906540776668771e-03
6.567000000000000000e+03 2.282180826268561391e-01 8.681348966613305213e-03
6.568000000000000000e+03 2.432427031007982909e-01 8.589596422049509614e-03
6.569000000000000000e+03 2.738307426814940992e-01 8.503032191426828160e-03
6.570000000000000000e+03 2.779199605217357316e-01 8.509479452946815820e-03
6.571000000000000000e+03 2.557035699364267334e-01 8.546194121419289566e-03
6.572000000000000000e+03 2.375856843093645254e-01 8.615868164228103823e-03
6.573000000000000000e+03 2.450004887205601278e-01 8.688252680600054220e-03
6.574000000000000000e+03 2.551132207855161260e-01 8.850103496115936316e-03
6.575000000000000000e+03 2.608381327655046600e-01 8.971436593309952551e-03
6.576000000000000000e+03 2.647784343709319588e-01 8.970731810722068489e-03
6.577000000000000000e+03 2.565526329132650218e-01 8.951401988115972180e-03
6.578000000000000000e+03 2.521277350203595669e-01 8.951706126832404201e-03
6.579000000000000000e+03 2.529423966289953696e-01 8.923925274591350612e-03
6.580000000000000000e+03 2.634635311443303540e-01 8.881058899169525997e-03
6.581000000000000000e+03 2.775090183463695404e-01 8.735817365693752945e-03
6.582000000000000000e+03 2.632493333357078247e-01 8.517615199358608696e-03
6.583000000000000000e+03 2.643165862453713544e-01 8.492596831013266706e-03
6.584000000000000000e+03 2.588051570101878029e-01 8.486397113683551846e-03
6.585000000000000000e+03 2.547747285531704597e-01 8.328183072903564549e-03
6.586000000000000000e+03 2.396044997919380970e-01 8.217814558591064397e-03
6.587000000000000000e+03 2.408765722093700046e-01 8.235358223498974450e-03
6.588000000000000000e+03 2.666576482328675834e-01 8.231962030162444377e-03
6.589000000000000000e+03 2.845076444038003860e-01 8.175957720647695354e-03
6.590000000000000000e+03 2.607367373465632743e-01 8.124240867415085526e-03
6.591000000000000000e+03 2.408658268921481105e-01 8.128731476952425622e-03
6.592000000000000000e+03 2.339547600534470917e-01 8.135700267336159336e-03
6.593000000000000000e+03 2.421316490315488790e-01 8.138271275162629534e-03
6.594000000000000000e+03 2.480046449180290657e-01 8.237100576229405141e-03
6.595000000000000000e+03 2.507040988869704279e-01 8.345306196939260290e-03
6.596000000000000000e+03 2.623622423614611066e-01 8.326422681103619675e-03
6.597000000000000000e+03 2.739375341023936872e-01 8.277437203961086204e-03
6.598000000000000000e+03 2.643840926098811606e-01 8.249578319139897267e-03
6.599000000000000000e+03 2.645979079906787823e-01 8.273128430649206652e-03
6.600000000000000000e+03 2.569103415293786385e-01 8.356759093539155650e-03
6.601000000000000000e+03 2.404814111773357910e-01 8.399627632165836827e-03
6.602000000000000000e+03 2.222932966926579879e-01 8.401720444896683404e-03
6.603000000000000000e+03 2.120132717885179208e-01 8.432205504822948977e-03
6.604000000000000000e+03 2.398451416076561593e-01 8.472989227850859922e-03
6.605000000000000000e+03 2.651744282529953090e-01 8.492149109829042614e-03
6.606000000000000000e+03 2.545152459778768361e-01 8.499538159463478071e-03
6.607000000000000000e+03 2.571804623726144379e-01 8.397673894792704805e-03
6.608000000000000000e+03 2.814613377146065742e-01 8.271432940771246065e-03
6.609000000000000000e+03 2.679896532729333924e-01 8.227691746048149124e-03
6.610000000000000000e+03 2.331756209929142787e-01 8.175086114678776703e-03
6.611000000000000000e+03 2.161061754011242286e-01 8.126190153077701706e-03
6.612000000000000000e+03 2.038330718330852720e-01 8.110829374485034951e-03
6.613000000000000000e+03 2.254139334260412131e-01 8.147622335183093284e-03
6.614000000000000000e+03 2.463530101388066440e-01 8.164226992175799974e-03
6.615000000000000000e+03 2.626377362564007445e-01 8.172748801576004002e-03
6.616000000000000000e+03 2.607362229238726625e-01 8.140032778295768282e-03
6.617000000000000000e+03 2.645712402665377216e-01 8.073613626953905775e-03
6.618000000000000000e+03 2.732097290971606807e-01 8.048926262521375816e-03
6.619000000000000000e+03 2.634221469712060837e-01 8.034572391547459627e-03
6.620000000000000000e+03 2.625313992166495858e-01 8.022379264399108131e-03
6.621000000000000000e+03 2.605994016130795399e-01 8.006381878539164942e-03
6.622000000000000000e+03 2.509404246126930582e-01 8.016823495799383498e-03
6.623000000000000000e+03 2.426866448848167546e-01 8.041731053215169997e-03
6.624000000000000000e+03 2.423493676233034189e-01 8.083139890752884249e-03
6.625000000000000000e+03 2.485781093756372906e-01 8.083315315922308050e-03
6.626000000000000000e+03 2.652769645117651898e-01 8.047649827167609182e-03
6.627000000000000000e+03 2.575025987345390122e-01 8.037271261981178416e-03
6.628000000000000000e+03 2.396435121655526579e-01 8.036763438341561552e-03
6.629000000000000000e+03 2.205958439177716224e-01 8.047394626476630369e-03
6.630000000000000000e+03 2.346037483697345216e-01 8.087764967283540482e-03
6.631000000000000000e+03 2.408516734585011143e-01 8.113852037739757023e-03
6.632000000000000000e+03 2.324270590635977574e-01 8.122057142726301499e-03
6.633000000000000000e+03 2.380776703204742772e-01 8.136440708598494109e-03
6.634000000000000000e+03 2.428990160607516491e-01 8.129750933843311531e-03
6.635000000000000000e+03 2.429232554490851348e-01 8.198025131381750374e-03
6.636000000000000000e+03 2.472093703555172661e-01 8.251697470373223556e-03
6.637000000000000000e+03 2.610728233008731136e-01 8.184423058583778152e-03
6.638000000000000000e+03 2.496008930980551932e-01 8.111033801824854908e-03
6.639000000000000000e+03 2.405834158804239231e-01 8.050212521116872910e-03
6.640000000000000000e+03 2.320373927298246264e-01 8.023082904816866354e-03
6.641000000000000000e+03 2.424868022106632381e-01 8.013504751520824157e-03
6.642000000000000000e+03 2.502044538961255560e-01 7.974184023477277894e-03
6.643000000000000000e+03 2.562176394509868005e-01 7.949378191008263025e-03
6.644000000000000000e+03 2.731620697700767320e-01 7.938424927363768591e-03
6.645000000000000000e+03 2.715317943453196547e-01 7.910602920193918544e-03
6.646000000000000000e+03 2.597570596160918566e-01 7.917687762906817223e-03
6.647000000000000000e+03 2.472056434489218191e-01 7.930866398889126548e-03
6.648000000000000000e+03 2.311413806368057544e-01 7.945407521917375454e-03
6.649000000000000000e+03 2.400857261587877323e-01 7.966813108596723300e-03
6.650000000000000000e+03 2.530607859933787784e-01 8.035879356901991580e-03
6.651000000000000000e+03 2.519770212168174761e-01 8.073854975377424761e-03
6.652000000000000000e+03 2.580011809435145964e-01 8.041937974576147952e-03
6.653000000000000000e+03 2.670261987576598717e-01 8.006947607358112090e-03
6.654000000000000000e+03 2.675309157215906564e-01 7.955067765884308792e-03
6.655000000000000000e+03 2.560836161945573286e-01 7.958564520891863933e-03
6.656000000000000000e+03 2.504599057819203445e-01 7.998194488471097041e-03
6.657000000000000000e+03 2.508615177881984293e-01 7.968835181925076200e-03
6.658000000000000000e+03 2.417069920865494714e-01 7.924583424528466868e-03
6.659000000000000000e+03 2.461600166658824695e-01 7.897104419479760232e-03
6.660000000000000000e+03 2.692770627227953351e-01 7.884451346991269705e-03
6.661000000000000000e+03 2.681308456395322115e-01 7.921982739239013041e-03
6.662000000000000000e+03 2.578977924583006343e-01 7.954338818485456528e-03
6.663000000000000000e+03 2.529297475862801736e-01 7.991593321671274647e-03
6.664000000000000000e+03 2.482445731959633806e-01 7.972208332829341937e-03
6.665000000000000000e+03 2.484090657156432513e-01 7.899135764338505519e-03
6.666000000000000000e+03 2.327836142685431875e-01 7.914760554448547689e-03
6.667000000000000000e+03 2.236562190130357008e-01 7.975452642148196658e-03
6.668000000000000000e+03 2.318333029187688576e-01 7.963418706215596304e-03
6.669000000000000000e+03 2.238348338454194952e-01 7.939878926924395786e-03
6.670000000000000000e+03 2.073302186275534365e-01 7.992895851104469748e-03
6.671000000000000000e+03 2.447026000696765069e-01 8.017339512802829776e-03
6.672000000000000000e+03 2.796046523420422369e-01 7.934113463829868193e-03
6.673000000000000000e+03 2.546865494537802199e-01 7.865766050590821193e-03
6.674000000000000000e+03 2.256102088348777013e-01 7.806651202740827120e-03
6.675000000000000000e+03 2.163617185278525201e-01 7.752571559264382836e-03
6.676000000000000000e+03 2.179115374160386365e-01 7.766561813945872458e-03
6.677000000000000000e+03 2.225447690650599053e-01 7.782062642141097421e-03
6.678000000000000000e+03 2.267665835390279827e-01 7.757966833521448731e-03
6.679000000000000000e+03 2.291801553904136701e-01 7.758218360718087230e-03
6.680000000000000000e+03 2.385089487567491617e-01 7.775664107712595627e-03
6.681000000000000000e+03 2.445036615652798617e-01 7.818160820288801507e-03
6.682000000000000000e+03 2.521286706760027529e-01 7.879082699689312491e-03
6.683000000000000000e+03 2.625776831679230705e-01 7.849536228602811000e-03
6.684000000000000000e+03 2.476478825429205277e-01 7.812920838882450592e-03
6.685000000000000000e+03 2.323845442348419776e-01 7.888325811331501833e-03
6.686000000000000000e+03 2.591092925748679776e-01 7.941642282164559571e-03
6.687000000000000000e+03 2.770499201196030548e-01 7.905112580141841414e-03
6.688000000000000000e+03 2.834707183603923930e-01 7.875249640843363583e-03
6.689000000000000000e+03 2.783293236791216652e-01 7.867935607881737514e-03
6.690000000000000000e+03 2.532582515928372136e-01 7.850119050387771233e-03
6.691000000000000000e+03 2.498466634845326884e-01 7.813635460359543219e-03
6.692000000000000000e+03 2.531968654058017743e-01 7.795448515878471846e-03
6.693000000000000000e+03 2.361065206295399066e-01 7.801927369522471817e-03
6.694000000000000000e+03 2.203311813874359315e-01 7.834522884038035498e-03
6.695000000000000000e+03 2.253433435085399339e-01 7.854528880658113651e-03
6.696000000000000000e+03 2.437446798354638011e-01 7.800885822763951177e-03
6.697000000000000000e+03 2.649514070967889379e-01 7.760782949201666843e-03
6.698000000000000000e+03 2.613566003328539056e-01 7.857493337118588370e-03
6.699000000000000000e+03 2.427376935133957747e-01 7.925574087573819190e-03
6.700000000000000000e+03 2.343804062625121643e-01 7.952767214902999385e-03
6.701000000000000000e+03 2.237591655994820850e-01 7.987807294886899168e-03
6.702000000000000000e+03 2.379518544442986716e-01 8.052200035687693061e-03
6.703000000000000000e+03 2.509160670919618474e-01 8.060662712771466537e-03
6.704000000000000000e+03 2.578854290603043165e-01 8.030430671985111513e-03
6.705000000000000000e+03 2.575116593127063092e-01 8.084263482047049365e-03
6.706000000000000000e+03 2.674600362862197267e-01 8.162348831101144328e-03
6.707000000000000000e+03 2.709329419137638251e-01 8.222493167786127863e-03
6.708000000000000000e+03 2.546690007366006481e-01 8.306617970810049184e-03
6.709000000000000000e+03 2.509448459974991663e-01 8.384290090930404671e-03
6.710000000000000000e+03 2.313398082034599235e-01 8.428914978101720301e-03
6.711000000000000000e+03 1.976938626178062763e-01 8.517995918526252014e-03
6.712000000000000000e+03 2.154809589350522303e-01 8.597581763154005241e-03
6.713000000000000000e+03 2.482131096259994341e-01 8.637235015456556225e-03
6.714000000000000000e+03 2.496136303357093522e-01 8.609021405330201382e-03
6.715000000000000000e+03 2.555970827779715515e-01 8.468923896613047425e-03
6.716000000000000000e+03 2.639345753346863943e-01 8.309177107852838695e-03
6.717000000000000000e+03 2.441584818979752325e-01 8.150193311042093144e-03
6.718000000000000000e+03 2.419641212674511210e-01 8.053778836385932019e-03
6.719000000000000000e+03 2.504054044084473851e-01 7.985522661548592055e-03
6.720000000000000000e+03 2.497837982781461463e-01 7.918187477687851222e-03
6.721000000000000000e+03 2.482743923071715764e-01 7.863903839852278213e-03
6.722000000000000000e+03 2.433584951291032361e-01 7.776934204155343776e-03
6.723000000000000000e+03 2.331286844312462636e-01 7.694454545921319312e-03
6.724000000000000000e+03 2.332118962633856762e-01 7.702147554200253730e-03
6.725000000000000000e+03 2.332543916387486704e-01 7.719985730464291873e-03
6.726000000000000000e+03 2.347411211757764737e-01 7.768018824776079696e-03
6.727000000000000000e+03 2.305714162595305650e-01 7.802731777441234903e-03
6.728000000000000000e+03 2.209314234482989137e-01 7.835277275441230455e-03
6.729000000000000000e+03 2.295850036818200546e-01 7.861866806322297466e-03
6.730000000000000000e+03 2.568277879361071658e-01 7.839834296308741818e-03
6.731000000000000000e+03 2.555901145733753266e-01 7.828479094437925528e-03
6.732000000000000000e+03 2.440673815903500188e-01 7.845009487971154813e-03
6.733000000000000000e+03 2.474429393182993042e-01 7.861704780714393048e-03
6.734000000000000000e+03 2.505351142779101981e-01 7.857018552162272837e-03
6.735000000000000000e+03 2.568895575178230528e-01 7.818543678689492474e-03
6.736000000000000000e+03 2.517028795381876516e-01 7.776629839570409902e-03
6.737000000000000000e+03 2.529026251973361950e-01 7.720080380201330313e-03
6.738000000000000000e+03 2.488076592764032202e-01 7.696526765383982296e-03
6.739000000000000000e+03 2.444609202980780327e-01 7.741058645937476564e-03
6.740000000000000000e+03 2.524041880785405367e-01 7.794484596530497703e-03
6.741000000000000000e+03 2.818007855717214460e-01 7.848931866238958999e-03
6.742000000000000000e+03 3.073754273882009502e-01 7.825803671617058074e-03
6.743000000000000000e+03 2.818388044215613952e-01 7.753600804200893627e-03
6.744000000000000000e+03 2.354941765102039897e-01 7.803381517829502227e-03
6.745000000000000000e+03 2.302376868488086314e-01 7.869842132830991155e-03
6.746000000000000000e+03 2.679767980469124344e-01 7.766023347180511273e-03
6.747000000000000000e+03 2.858860907593293033e-01 7.690587968618750776e-03
6.748000000000000000e+03 2.534670109196850984e-01 7.745922976593318070e-03
6.749000000000000000e+03 2.466355351072792856e-01 7.756765088667074218e-03
6.750000000000000000e+03 2.475550515482022040e-01 7.690365077038272684e-03
6.751000000000000000e+03 2.395395157166710365e-01 7.662051311211929942e-03
6.752000000000000000e+03 2.403609646167689518e-01 7.673045338245948477e-03
6.753000000000000000e+03 2.376814483137916767e-01 7.659499038548705195e-03
6.754000000000000000e+03 2.465803781655866722e-01 7.636212802475873807e-03
6.755000000000000000e+03 2.460713941780604541e-01 7.633775479969785033e-03
6.756000000000000000e+03 2.249770857272276603e-01 7.633527807148838412e-03
6.757000000000000000e+03 2.080117125829002711e-01 7.631790812689789004e-03
6.758000000000000000e+03 2.065095495608001708e-01 7.636964528925308492e-03
6.759000000000000000e+03 2.125973907236045068e-01 7.674104228935788030e-03
6.760000000000000000e+03 2.244965978151601538e-01 7.696230157933112853e-03
6.761000000000000000e+03 2.421543001006185580e-01 7.651092039050624675e-03
6.762000000000000000e+03 2.454896260226429594e-01 7.606919902274436769e-03
6.763000000000000000e+03 2.344507839558008233e-01 7.615903634392194414e-03
6.764000000000000000e+03 2.111178939898019913e-01 7.646507963091948509e-03
6.765000000000000000e+03 2.214409308706212776e-01 7.671646841045128354e-03
6.766000000000000000e+03 2.314272780505108318e-01 7.661741470113323828e-03
6.767000000000000000e+03 2.419091698862716466e-01 7.626054969862387616e-03
6.768000000000000000e+03 2.546488181496636694e-01 7.638485042725407827e-03
6.769000000000000000e+03 2.737590739873203005e-01 7.690262631032446575e-03
6.770000000000000000e+03 2.830052021121721162e-01 7.634317748960080426e-03
6.771000000000000000e+03 2.601485155819956985e-01 7.560215179773338047e-03
6.772000000000000000e+03 2.386519864487067766e-01 7.561991981104135979e-03
6.773000000000000000e+03 2.336591782254665295e-01 7.551227343421398723e-03
6.774000000000000000e+03 2.406999721924129310e-01 7.566836447768274243e-03
6.775000000000000000e+03 2.535120050059888608e-01 7.587806629385863630e-03
6.776000000000000000e+03 2.462669468133212580e-01 7.599852880535412636e-03
6.777000000000000000e+03 2.294008789434105744e-01 7.615939410492426898e-03
6.778000000000000000e+03 2.302890440841740272e-01 7.652142750681148985e-03
6.779000000000000000e+03 2.432093476359504236e-01 7.636171735374684515e-03
6.780000000000000000e+03 2.466261852516946629e-01 7.580700174205449657e-03
6.781000000000000000e+03 2.307119587970869190e-01 7.598895762475132987e-03
6.782000000000000000e+03 2.238745993263109579e-01 7.652569949345104823e-03
6.783000000000000000e+03 2.361899990116096970e-01 7.683250689522914435e-03
6.784000000000000000e+03 2.469376442864409937e-01 7.681101252462408692e-03
6.785000000000000000e+03 2.424962818850042168e-01 7.645540767014597817e-03
6.786000000000000000e+03 2.434543471268344750e-01 7.632719400956054431e-03
6.787000000000000000e+03 2.442023539354922501e-01 7.701085953815199441e-03
6.788000000000000000e+03 2.583868833391128050e-01 7.739331756210762747e-03
6.789000000000000000e+03 2.634534127323575059e-01 7.703385905226333222e-03
6.790000000000000000e+03 2.564781290283948412e-01 7.645154188134286287e-03
6.791000000000000000e+03 2.550672414977969704e-01 7.584272823561873621e-03
6.792000000000000000e+03 2.619379558762460758e-01 7.579303182550020147e-03
6.793000000000000000e+03 2.455450241248829102e-01 7.601048461843190433e-03
6.794000000000000000e+03 2.316755722914463911e-01 7.543644815534267245e-03
6.795000000000000000e+03 2.396413396522922568e-01 7.479676665590668724e-03
6.796000000000000000e+03 2.457237791277427919e-01 7.500901131373618504e-03
6.797000000000000000e+03 2.538217342021134026e-01 7.507874371837762288e-03
6.798000000000000000e+03 2.550872774367352602e-01 7.577831078452132094e-03
6.799000000000000000e+03 2.490659851871503683e-01 7.622146942458158173e-03
6.800000000000000000e+03 2.566525526992869399e-01 7.554186728116792614e-03
6.801000000000000000e+03 2.422792850162980849e-01 7.501673746906454589e-03
6.802000000000000000e+03 2.201724416472730372e-01 7.472822820314249312e-03
6.803000000000000000e+03 2.071363985687916798e-01 7.453960457801590833e-03
6.804000000000000000e+03 2.319356771090575475e-01 7.455520876012451149e-03
6.805000000000000000e+03 2.552382842790962836e-01 7.561719103460229699e-03
6.806000000000000000e+03 2.553863722781916645e-01 7.717974170236292786e-03
6.807000000000000000e+03 2.461779079747784538e-01 7.643965729706138357e-03
6.808000000000000000e+03 2.455639776180191525e-01 7.524185494352992644e-03
6.809000000000000000e+03 2.486039476927065506e-01 7.537196869317539308e-03
6.810000000000000000e+03 2.549454701953033919e-01 7.541107134201351439e-03
6.811000000000000000e+03 2.284251208008836465e-01 7.585790506592002963e-03
6.812000000000000000e+03 2.176934907861476365e-01 7.617910049634331673e-03
6.813000000000000000e+03 2.329536684617223297e-01 7.610073355663435520e-03
6.814000000000000000e+03 2.444433735846950895e-01 7.611844939024573799e-03
6.815000000000000000e+03 2.413573637322957988e-01 7.614489569266104201e-03
6.816000000000000000e+03 2.345116834452554422e-01 7.599606367299669915e-03
6.817000000000000000e+03 2.469627842981551580e-01 7.576758806463439709e-03
6.818000000000000000e+03 2.466265089950732681e-01 7.549403065332144745e-03
6.819000000000000000e+03 2.503689944701200099e-01 7.517199889651433702e-03
6.820000000000000000e+03 2.577279385350799146e-01 7.552826663295065038e-03
6.821000000000000000e+03 2.512860218878776863e-01 7.590079924414825513e-03
6.822000000000000000e+03 2.492764211504476524e-01 7.670511101511641623e-03
6.823000000000000000e+03 2.434587994566544122e-01 7.793067940854207787e-03
6.824000000000000000e+03 2.445471825820479672e-01 8.089582402282110077e-03
6.825000000000000000e+03 2.377238252601227564e-01 8.423642396222215042e-03
6.826000000000000000e+03 2.295885693328161559e-01 8.825088203464961922e-03
6.827000000000000000e+03 2.336813079543604288e-01 9.112114957220961500e-03
6.828000000000000000e+03 2.184024448705220167e-01 9.221446139535302913e-03
6.829000000000000000e+03 1.879558642577670025e-01 9.456031522181308768e-03
6.830000000000000000e+03 2.029687105880357001e-01 9.816972757798149082e-03
6.831000000000000000e+03 2.380731282119110670e-01 1.005250942881865707e-02
6.832000000000000000e+03 2.503578250544640782e-01 1.019129139470697012e-02
6.833000000000000000e+03 2.600573109402543603e-01 9.875425280129196057e-03
6.834000000000000000e+03 2.470606896889121773e-01 9.495765521246452012e-03
6.835000000000000000e+03 2.462345999536753038e-01 9.196840311148840597e-03
6.836000000000000000e+03 2.476101076893615083e-01 9.037794845943934730e-03
6.837000000000000000e+03 2.343540337732147039e-01 8.988939498291803262e-03
6.838000000000000000e+03 2.465154799465357482e-01 8.816262546709330641e-03
6.839000000000000000e+03 2.718139631754350471e-01 8.445955655035678258e-03
6.840000000000000000e+03 2.804427362365953247e-01 8.118768959799476173e-03
6.841000000000000000e+03 2.660577425811484487e-01 7.985109468233372865e-03
6.842000000000000000e+03 2.531610581189294717e-01 7.924567689514366159e-03
6.843000000000000000e+03 2.387275661726833698e-01 7.929894516393065293e-03
