wavelength flux unc
4.567000000000000000e+03 1.047846861183643341e-02 3.553149290382862091e-03
4.568000000000000000e+03 9.788558818399906158e-03 3.431387245655059814e-03
4.569000000000000000e+03 1.427932083606719971e-02 3.542209509760141373e-03
4.570000000000000000e+03 6.819308269768953323e-03 3.456331789493560791e-03
4.571000000000000000e+03 6.856370251625776291e-03 3.485299646854400635e-03
4.572000000000000000e+03 3.888218663632869720e-03 3.457104088738560677e-03
4.573000000000000000e+03 5.281772930175065994e-03 3.395979292690753937e-03
4.574000000000000000e+03 1.014703046530485153e-02 3.416499588638544083e-03
4.575000000000000000e+03 1.123064476996660233e-02 3.393542487174272537e-03
4.576000000000000000e+03 -1.149767544120550156e-03 3.280499484390020370e-03
4.577000000000000000e+03 -4.099241050425916910e-04 3.356271423399448395e-03
4.578000000000000000e+03 4.960520192980766296e-03 3.390283556655049324e-03
4.579000000000000000e+03 1.368748489767313004e-02 3.341976786032319069e-03
4.580000000000000000e+03 9.014702402055263519e-03 3.323821350932121277e-03
4.581000000000000000e+03 7.796145044267177582e-03 3.275108523666858673e-03
4.582000000000000000e+03 1.674840040504932404e-02 3.268487518653273582e-03
4.583000000000000000e+03 4.831633530557155609e-03 3.204256528988480568e-03
4.584000000000000000e+03 4.479084629565477371e-03 3.190980525687336922e-03
4.585000000000000000e+03 7.369059603661298752e-03 3.168708179146051407e-03
4.586000000000000000e+03 2.891789423301815987e-03 3.121413057669997215e-03
4.587000000000000000e+03 5.606607999652624130e-03 3.180020954459905624e-03
4.588000000000000000e+03 9.448553435504436493e-03 3.129574004560709000e-03
4.589000000000000000e+03 4.781534429639577866e-03 3.064914373680949211e-03
4.590000000000000000e+03 2.319738967344164848e-03 3.117054700851440430e-03
4.591000000000000000e+03 7.250339258462190628e-03 3.093036822974681854e-03
4.592000000000000000e+03 1.162682380527257919e-02 3.002201905474066734e-03
4.593000000000000000e+03 7.506987079977989197e-03 3.057350171729922295e-03
4.594000000000000000e+03 6.637908983975648880e-03 3.039557719603180885e-03
4.595000000000000000e+03 5.194268189370632172e-03 2.957140561193227768e-03
4.596000000000000000e+03 1.097972504794597626e-02 2.927733119577169418e-03
4.597000000000000000e+03 1.105268765240907669e-02 2.979590091854333878e-03
4.598000000000000000e+03 1.257736235857009888e-02 3.037192858755588531e-03
4.599000000000000000e+03 7.328051142394542694e-03 3.023548284545540810e-03
