Host           band    mag     magerr   system      extinction      source      ref
ASAS-SN15un       r     15.12  0.01  std no  PS1                               (4) 
ASAS-SN15un       i     14.93  0.02  std no  PS1                               (4) 
ASAS-SN15un       z     14.81  0.02  std no  PS1                               (4) 
ASAS-SN15un       y     14.60  0.03  std no  PS1                               (4) 
ASAS-SN15un       J     13.78  0.06  std no  2MASS                             (5) 
ASAS-SN15un       H     13.03  0.07  std no  2MASS                             (5) 
ASAS-SN15un       Ks    12.70  0.10  std no  2MASS                             (5) 
ASAS-SN15uo       NUV   19.13  0.07  std no  GALEX                             (3)
ASAS-SN15uo       u     18.98  0.02  std no  SDSS                              (6) 
ASAS-SN15uo       g     18.08  0.07  std no  PS1                               (4)
ASAS-SN15uo       r     17.69  0.09  std no  PS1                               (4)
ASAS-SN15uo       i     17.42  0.03  std no  PS1                               (4)
ASAS-SN15uo       z     17.35  0.05  std no  PS1                               (4)
ASAS-SN15uo       y     17.23  0.07  std no  PS1                               (4)   
ASAS-SN15uy       FUV   17.24  0.16  std no  GALEX                             (1)  
ASAS-SN15uy       NUV   16.74  0.04  std no  GALEX                             (1)  
ASAS-SN15uy       u     16.26  0.05  std no  SDSS                              (1)  
ASAS-SN15uy       g     15.26  0.01  std no  SDSS                              (1)  
ASAS-SN15uy       r     14.89  0.01  std no  SDSS                              (1)  
ASAS-SN15uy       i     14.66  0.01  std no  SDSS                              (1)  
ASAS-SN15uy       z     14.45  0.04  std no  SDSS                              (1)  
ASAS-SN15uy       J     13.74  0.09  std no  2MASS                             (2) 
ASAS-SN15uy       H     13.01  0.10  std no  2MASS                             (2) 
ASAS-SN16ab       FUV   16.80  0.01  std no  GALEX                             (1)  
ASAS-SN16ab       NUV   16.53  0.01  std no  GALEX                             (1)  
ASAS-SN16ab       u     15.96  0.01  std no  SDSS                              (1)  
ASAS-SN16ab       g     15.18  0.01  std no  SDSS                              (1)  
ASAS-SN16ab       r     14.92  0.01  std no  SDSS                              (1)  
ASAS-SN16ab       i     14.81  0.01  std no  SDSS                              (1)  
ASAS-SN16ab       z     14.72  0.01  std no  SDSS                              (1)  
ASAS-SN16ab       J     13.79  0.09  std no  2MASS                             (2) 
ASAS-SN16ab       H     13.28  0.10  std no  2MASS                             (2) 
ASAS-SN16ab       Ks    12.93  0.16  std no  2MASS                             (2) 
ASAS-SN16ai       FUV   18.54  0.44  std no  GALEX                             (1)  
ASAS-SN16ai       NUV   18.67  0.03  std no  GALEX                             (1)  
ASAS-SN16ai       u     17.34  0.06  std no  SDSS                              (1)  
ASAS-SN16ai       g     16.50  0.01  std no  SDSS                              (1)  
ASAS-SN16ai       r     16.24  0.01  std no  SDSS                              (1)  
ASAS-SN16ai       i     16.03  0.02  std no  SDSS                              (1)  
ASAS-SN16ai       z     16.05  0.07  std no  SDSS                              (1)  
ASAS-SN16al       NUV   16.90  0.01  std no  GALEX                             (3) 
ASAS-SN16al       g     16.63  0.19  std no  PS1                               (4) 
ASAS-SN16al       r     16.15  0.15  std no  PS1                               (4) 
ASAS-SN16al       i     15.78  0.19  std no  PS1                               (4) 
ASAS-SN16al       z     15.71  0.16  std no  PS1                               (4) 
ASAS-SN16al       y     15.44  0.23  std no  PS1                               (4)
ASAS-SN16am       g     14.42  0.02  std no  PS1                               (4) 
ASAS-SN16am       r     13.36  0.02  std no  PS1                               (4) 
ASAS-SN16am       i     13.16  0.01  std no  PS1                               (4) 
ASAS-SN16am       z     12.79  0.02  std no  PS1                               (4) 
ASAS-SN16am       y     12.54  0.03  std no  PS1                               (4) 
ASAS-SN16am       J     11.46  0.03  std no  2MASS                             (5) 
ASAS-SN16am       H     10.78  0.04  std no  2MASS                             (5) 
ASAS-SN16am       Ks    10.48  0.05  std no  2MASS                             (5)
ASAS-SN16at       FUV   15.06  0.01  std no  GALEX                             (1)  
ASAS-SN16at       NUV   14.67  0.01  std no  GALEX                             (1)  
ASAS-SN16at       u     13.60  0.01  std no  SDSS                              (1)  
ASAS-SN16at       g     12.60  0.01  std no  SDSS                              (1)  
ASAS-SN16at       r     12.13  0.01  std no  SDSS                              (1)  
ASAS-SN16at       i     11.87  0.01  std no  SDSS                              (1)  
ASAS-SN16at       z     11.72  0.01  std no  SDSS                              (1)  
ASAS-SN16at       J     10.82  0.05  std no  2MASS                             (2) 
ASAS-SN16at       H     10.25  0.07  std no  2MASS                             (2) 
ASAS-SN16at       Ks    9.95   0.11  std no  2MASS                             (2) 
ASAS-SN16ba       NUV   16.85  0.03  std no  GALEX                             (3) 
ASAS-SN16ba       g     15.33  0.01  std no  PS1                               (4) 
ASAS-SN16ba       r     14.91  0.01  std no  PS1                               (4) 
